地点,観測所番号,種別,日付,曜日,現地気圧(hPa),海面気圧(hPa),降水量合計(mm),最大1時間降水量(mm),最大10分間降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均湿度(%),最小湿度(%),平均風速(m/s),最大風速(m/s),最大風速の風向,最大瞬間風速(m/s),最大瞬間風速の風向,最多風向,日照時間(h),降雪合計(cm),最深積雪(cm),天気概況(昼),天気概況(夜),flags
アクネ,47823,官署,2026-07-27,月,1007.9,1012.6,0.0,0.0,0.0,29.2,32.8,25.7,83.0,65.0,2.1,4.0,北西,6.4,西,,12.9,,,,,
アクネ,47823,官署,2026-07-28,火,1009.7,1014.5,0.0,0.0,0.0,29.0,32.4,26.2,84.0,68.0,1.8,4.0,西,5.8,西,,12.8,,,,,
アクネ,47823,官署,2026-07-29,水,1007.4,1012.1,0.0,0.0,0.0,29.1,33.2,25.9,82.0,65.0,2.1,5.0,西,7.1,西,,12.1,,,,,
アクネ,47823,官署,2026-07-30,木,1005.6,1010.3,0.0,0.0,0.0,28.5,32.2,25.9,82.0,68.0,2.2,5.5,西北西,8.0,西北西,,10.2,,,,,
アクネ,47823,官署,2026-07-31,金,1004.2,1008.9,0.0,0.0,0.0,28.4,32.5,24.9,81.0,67.0,2.2,3.7,西北西,5.3,北西,,12.6,,,,,
オキノエラブ,47942,官署,2026-07-01,水,1009.4,1012.7,0.0,0.0,0.0,27.9,30.4,26.3,91.0,82.0,4.6,7.5,南南西,8.7,南南西,,12.4,,,,,
オキノエラブ,47942,官署,2026-07-02,木,1010.6,1013.9,0.0,0.0,0.0,27.4,30.2,25.8,91.0,73.0,3.6,6.2,南南西,7.7,南南西,,8.2,,,,,
オキノエラブ,47942,官署,2026-07-03,金,1011.3,1014.6,0.0,0.0,0.0,27.3,30.3,24.9,90.0,80.0,3.2,6.0,南南西,7.2,南西,,9.0,,,,,
オキノエラブ,47942,官署,2026-07-04,土,1010.5,1013.9,0.0,0.0,0.0,27.7,30.7,25.5,88.0,75.0,3.6,7.1,南南西,8.7,南西,,12.6,,,,,
オキノエラブ,47942,官署,2026-07-05,日,1009.6,1012.9,0.0,0.0,0.0,27.9,30.8,25.0,86.0,69.0,3.6,7.0,南南西,9.3,南南西,,13.1,,,,,
オキノエラブ,47942,官署,2026-07-06,月,1008.7,1012.0,0.0,0.0,0.0,27.9,31.4,25.6,87.0,70.0,2.9,5.6,南南西,6.7,南南西,,12.6,,,,,
オキノエラブ,47942,官署,2026-07-07,火,1007.8,1011.1,0.0,0.0,0.0,27.8,30.9,25.4,87.0,71.0,1.8,3.3,北,5.1,北西,,10.4,,,,,
オキノエラブ,47942,官署,2026-07-08,水,1006.3,1009.6,0.0,0.0,0.0,28.5,31.2,26.2,85.0,76.0,4.7,8.2,北東,9.8,北東,,12.4,,,,,
オキノエラブ,47942,官署,2026-07-09,木,1004.3,1007.6,0.0,0.0,0.0,29.1,31.0,27.7,87.0,81.0,6.3,8.8,東,11.8,東,,11.3,,,,,
オキノエラブ,47942,官署,2026-07-10,金,1001.6,1004.9,4.5,3.5,2.5,28.4,30.5,24.7,88.0,80.0,9.4,15.0,東南東,21.6,東南東,,0.6,,,,,
オキノエラブ,47942,官署,2026-07-11,土,1000.2,1003.5,0.0,0.0,0.0,29.0,30.2,27.9,86.0,82.0,9.6,14.6,東南東,22.1,東南東,,0.1,,,,,
オキノエラブ,47942,官署,2026-07-12,日,1007.4,1010.7,0.0,0.0,0.0,28.6,30.0,27.9,89.0,83.0,7.4,10.3,南,14.9,南,,4.1,,,,,
オキノエラブ,47942,官署,2026-07-13,月,1009.1,1012.4,0.0,0.0,0.0,28.6,30.8,27.2,86.0,76.0,6.2,8.2,南,10.8,南,,10.0,,,,,
オキノエラブ,47942,官署,2026-07-14,火,1009.2,1012.5,0.0,0.0,0.0,28.3,30.9,26.5,83.0,71.0,5.1,6.8,南南西,8.2,南南西,,12.6,,,,,
オキノエラブ,47942,官署,2026-07-15,水,1007.3,1010.6,0.0,0.0,0.0,28.4,32.3,25.6,84.0,70.0,3.7,6.2,西南西,9.8,西南西,,12.0,,,,,
オキノエラブ,47942,官署,2026-07-16,木,1005.2,1008.5,0.0,0.0,0.0,28.8,31.8,26.8,87.0,77.0,4.5,7.3,西南西,10.8,西,,11.0,,,,,
オキノエラブ,47942,官署,2026-07-17,金,1003.4,1006.7,0.0,0.0,0.0,28.9,32.3,27.0,86.0,73.0,4.0,6.1,西,9.8,西南西,,9.8,,,,,
オキノエラブ,47942,官署,2026-07-18,土,1002.9,1006.2,0.0,0.0,0.0,28.8,32.2,26.6,88.0,71.0,3.8,6.8,南西,8.2,西南西,,9.4,,,,,
オキノエラブ,47942,官署,2026-07-19,日,1004.3,1007.6,0.0,0.0,0.0,28.9,32.2,26.6,87.0,71.0,1.8,3.6,南南西,4.6,南西,,11.9,,,,,
オキノエラブ,47942,官署,2026-07-20,月,1005.7,1009.0,0.0,0.0,0.0,29.1,31.9,27.7,86.0,72.0,2.3,4.3,南南西,6.2,南南西,,9.7,,,,,
オキノエラブ,47942,官署,2026-07-21,火,1007.0,1010.3,0.0,0.0,0.0,28.9,31.5,26.7,84.0,76.0,1.8,4.5,南南西,6.2,南南西,,6.6,,,,,
オキノエラブ,47942,官署,2026-07-22,水,1007.2,1010.5,0.0,0.0,0.0,29.5,32.9,26.4,80.0,66.0,1.7,3.3,南,4.6,南,,11.3,,,,,
オキノエラブ,47942,官署,2026-07-23,木,1007.2,1010.5,0.0,0.0,0.0,30.1,33.1,27.1,80.0,70.0,2.2,4.0,東,5.7,東,,12.7,,,,,
オキノエラブ,47942,官署,2026-07-24,金,1008.4,1011.7,0.5,0.5,0.5,30.4,33.8,27.8,83.0,73.0,2.1,4.7,南,6.2,南,,11.2,,,,,
オキノエラブ,47942,官署,2026-07-25,土,1009.0,1012.3,0.5,0.5,0.5,29.8,32.9,27.5,85.0,73.0,1.7,3.8,南南西,5.7,南南西,,10.7,,,,,
オキノエラブ,47942,官署,2026-07-26,日,1007.9,1011.2,3.0,3.0,2.0,29.7,33.0,27.6,83.0,69.0,1.7,5.6,北東,8.2,東北東,,10.8,,,,,
オキノエラブ,47942,官署,2026-07-27,月,1009.2,1012.5,0.0,0.0,0.0,30.2,33.2,27.4,79.0,66.0,2.2,3.7,東北東,5.1,南東,,12.6,,,,,
オキノエラブ,47942,官署,2026-07-28,火,1011.3,1014.6,0.0,0.0,0.0,30.5,33.7,28.7,78.0,66.0,2.0,3.7,東南東,5.7,東南東,,12.1,,,,,
オキノエラブ,47942,官署,2026-07-29,水,1009.9,1013.2,0.0,0.0,0.0,30.0,33.2,27.3,79.0,66.0,1.7,3.2,北東,4.6,北北東,,12.6,,,,,
オキノエラブ,47942,官署,2026-07-30,木,1008.5,1011.8,0.0,0.0,0.0,30.0,33.5,27.1,77.0,62.0,1.8,3.6,北北西,5.7,北西,,12.6,,,,,
オキノエラブ,47942,官署,2026-07-31,金,1007.4,1010.7,0.0,0.0,0.0,29.7,33.4,27.0,77.0,63.0,1.5,3.5,北北西,6.2,北北西,,12.7,,,,,
カゴシマ,47827,官署,2026-07-01,水,1007.1,1010.7,1.5,1.5,1.0,27.9,32.4,24.3,83.0,61.0,2.9,6.1,南南西,11.7,南西,,3.0,0.0,0.0,曇時々雨,雨時々曇、雷を伴う,
カゴシマ,47827,官署,2026-07-02,木,1007.2,1010.8,3.5,3.0,1.5,27.2,29.9,25.1,81.0,66.0,4.1,7.5,西南西,13.3,西南西,,1.3,0.0,0.0,曇時々雨,曇時々雨一時晴,
カゴシマ,47827,官署,2026-07-03,金,1009.2,1012.8,7.5,7.5,4.0,26.1,29.8,21.2,80.0,62.0,1.5,5.8,北西,9.3,北西,,3.7,0.0,0.0,曇時々雨,曇後一時雨,
カゴシマ,47827,官署,2026-07-04,土,1007.4,1011.0,3.0,1.5,1.0,28.2,31.7,25.5,84.0,70.0,3.9,8.2,西,12.9,西,,2.1,0.0,0.0,曇時々雨,雨時々曇,
カゴシマ,47827,官署,2026-07-05,日,1006.8,1010.3,0.5,0.5,0.5,29.2,32.9,26.9,79.0,64.0,3.6,8.2,西,13.4,西,,5.4,0.0,0.0,曇時々雨一時晴,曇時々雨一時晴,
カゴシマ,47827,官署,2026-07-06,月,1006.3,1009.9,0.0,0.0,0.0,29.3,32.3,27.7,78.0,65.0,3.8,7.2,西,11.6,西北西,,3.0,0.0,0.0,曇時々雨一時晴,曇時々雨一時晴,
カゴシマ,47827,官署,2026-07-07,火,1006.8,1010.4,0.0,0.0,0.0,28.9,32.3,27.1,82.0,65.0,2.0,4.1,南南西,7.0,南南西,,5.7,0.0,0.0,曇一時雨後時々晴,曇一時晴,
カゴシマ,47827,官署,2026-07-08,水,1007.8,1011.4,0.0,0.0,0.0,29.2,32.4,27.3,76.0,63.0,2.8,5.8,南東,9.0,南東,,5.7,0.0,0.0,曇時々晴,晴,
カゴシマ,47827,官署,2026-07-09,木,1008.4,1012.0,0.0,0.0,0.0,28.9,32.9,26.6,70.0,58.0,3.7,6.8,南東,10.3,南南東,,9.8,0.0,0.0,晴,晴,
カゴシマ,47827,官署,2026-07-10,金,1008.7,1012.3,0.0,0.0,0.0,29.6,32.5,26.7,72.0,60.0,4.1,7.5,南東,11.5,南東,,10.9,0.0,0.0,晴後一時曇,曇,
カゴシマ,47827,官署,2026-07-11,土,1008.7,1012.3,0.0,0.0,0.0,30.5,33.0,28.6,71.0,63.0,4.7,8.4,南東,11.7,南東,,11.9,0.0,0.0,曇時々晴,曇後一時雨一時晴,
カゴシマ,47827,官署,2026-07-12,日,1009.6,1013.2,0.0,0.0,0.0,30.5,34.2,28.5,76.0,63.0,3.1,5.3,南南東,7.7,南東,,9.8,0.0,0.0,晴時々曇,曇時々晴,
カゴシマ,47827,官署,2026-07-13,月,1009.2,1012.7,0.0,0.0,0.0,29.9,34.2,27.3,78.0,61.0,2.5,4.7,西,7.3,西,,11.1,0.0,0.0,曇時々晴,曇時々晴、霧を伴う,
カゴシマ,47827,官署,2026-07-14,火,1007.6,1011.2,0.0,0.0,0.0,29.7,34.8,26.7,76.0,57.0,2.5,5.6,西北西,8.3,西北西,,9.4,0.0,0.0,晴,晴後雨時々曇,
カゴシマ,47827,官署,2026-07-15,水,1003.9,1007.5,0.0,0.0,0.0,30.1,33.5,28.0,76.0,63.0,4.1,7.0,西南西,11.1,西南西,,4.6,0.0,0.0,雨後曇時々晴,曇後雨時々晴,
カゴシマ,47827,官署,2026-07-16,木,1001.4,1005.0,0.0,0.0,0.0,29.9,33.6,28.3,77.0,65.0,3.7,6.7,西南西,10.3,西北西,,2.9,0.0,0.0,曇時々雨,曇一時晴後一時雨,
カゴシマ,47827,官署,2026-07-17,金,1000.6,1004.1,0.0,0.0,0.0,29.6,32.7,28.0,80.0,68.0,2.3,4.2,南東,5.7,西,,0.1,0.0,0.0,曇後時々雨,曇後晴,
カゴシマ,47827,官署,2026-07-18,土,1000.7,1004.2,0.0,0.0,0.0,29.4,32.0,27.1,82.0,70.0,1.8,4.0,東,6.0,東南東,,3.0,0.0,0.0,曇時々晴一時雨,晴後雨時々曇,
カゴシマ,47827,官署,2026-07-19,日,1003.0,1006.5,0.0,0.0,0.0,29.7,32.3,27.8,82.0,70.0,2.1,4.9,南東,6.9,東南東,,3.2,0.0,0.0,曇時々雨一時晴,晴後曇一時雨,
カゴシマ,47827,官署,2026-07-20,月,1005.2,1008.8,0.0,0.0,0.0,30.2,33.7,27.8,78.0,62.0,2.2,4.6,西北西,6.5,西北西,,5.3,0.0,0.0,晴一時曇,晴時々曇一時雨,
カゴシマ,47827,官署,2026-07-21,火,1006.3,1009.9,0.0,0.0,0.0,30.9,35.6,28.5,74.0,56.0,2.4,4.8,西北西,6.9,北西,,10.5,0.0,0.0,晴,晴時々曇,
カゴシマ,47827,官署,2026-07-22,水,1006.6,1010.1,0.0,0.0,0.0,30.7,34.7,28.3,74.0,57.0,2.7,5.0,南東,7.1,南東,,10.6,0.0,0.0,晴後一時雨,晴,
カゴシマ,47827,官署,2026-07-23,木,1006.7,1010.3,0.0,0.0,0.0,30.7,36.2,27.8,73.0,50.0,2.7,6.2,西北西,9.1,西北西,,11.6,0.0,0.0,晴,晴,
カゴシマ,47827,官署,2026-07-24,金,1007.9,1011.5,0.0,0.0,0.0,31.0,37.3,27.2,71.0,44.0,2.9,6.3,西北西,9.3,西,,12.1,0.0,0.0,晴,晴,
カゴシマ,47827,官署,2026-07-25,土,1008.0,1011.5,0.0,0.0,0.0,31.9,37.8,27.9,69.0,46.0,3.3,6.3,西北西,9.4,西南西,,12.5,0.0,0.0,晴,晴,
カゴシマ,47827,官署,2026-07-26,日,1006.7,1010.3,0.0,0.0,0.0,32.0,37.2,27.8,70.0,49.0,2.9,5.5,西北西,8.6,西北西,,11.4,0.0,0.0,晴,晴,
カゴシマ,47827,官署,2026-07-27,月,1008.6,1012.2,0.0,0.0,0.0,31.4,36.4,28.4,73.0,52.0,2.2,5.5,西北西,8.1,西,,8.4,0.0,0.0,晴時々曇一時雨、雷を伴う,曇一時雨後晴,
カゴシマ,47827,官署,2026-07-28,火,1010.3,1013.9,0.0,0.0,0.0,31.5,37.3,28.0,72.0,45.0,3.1,7.4,西北西,10.7,西北西,,12.0,0.0,0.0,晴,晴時々曇,
カゴシマ,47827,官署,2026-07-29,水,1007.9,1011.5,0.0,0.0,0.0,31.4,37.2,27.7,71.0,45.0,3.9,7.7,西北西,11.0,西北西,,11.6,0.0,0.0,晴,曇時々晴,
カゴシマ,47827,官署,2026-07-30,木,1006.1,1009.6,0.0,0.0,0.0,30.9,36.6,28.1,71.0,48.0,3.8,7.0,西北西,11.0,西,,7.4,0.0,0.0,晴時々曇,晴一時曇,
カゴシマ,47827,官署,2026-07-31,金,1004.8,1008.3,0.0,0.0,0.0,30.6,36.9,26.6,71.0,48.0,3.8,7.6,西北西,11.3,西北西,,11.9,0.0,0.0,晴,晴,
