地点,観測所番号,種別,日付,曜日,現地気圧(hPa),海面気圧(hPa),降水量合計(mm),最大1時間降水量(mm),最大10分間降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均湿度(%),最小湿度(%),平均風速(m/s),最大風速(m/s),最大風速の風向,最大瞬間風速(m/s),最大瞬間風速の風向,最多風向,日照時間(h),降雪合計(cm),最深積雪(cm),天気概況(昼),天気概況(夜),flags
佐賀,47813,官署,2026-07-31,金,1003.8,1005.2,81.7,41.3,5.8,26.1,29.8,23.7,90,43,2.1,7.9,南西,10.6,西,,3.9,0.0,0.0,晴後曇,雨,
伊万里,0851,アメダス,2026-07-01,水,,,46.6,23.0,3.0,27.6,31.9,24.1,,,3.4,4.9,南東,10.8,東,北西,2.8,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-02,木,,,0.0,0.0,0.0,27.4,31.2,21.4,,,1.8,6.9,北東,14.6,東,南西,10.6,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-03,金,,,29.0,17.3,2.8,30.8,33.9,25.0,,,3.4,6.6,南,19.2,北東,西,0.3,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-04,土,,,2.6,1.5,0.2,23.7,28.3,21.3,,,2.7,10.5,北,21.6,北,南西,1.6,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-05,日,,,0.0,0.0,0.0,31.6,34.6,25.0,,,2.9,7.0,南,12.7,北西,北,5.2,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-06,月,,,0.4,0.2,0.0,29.6,33.5,25.3,,,1.5,10.7,南東,17.7,北,南東,7.4,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-07,火,,,0.0,0.0,0.0,27.1,32.1,23.7,,,3.5,10.4,南東,19.7,南,北東,5.5,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-08,水,,,0.3,0.1,0.0,25.9,29.3,19.5,,,2.8,6.0,北東,23.9,南西,北,9.8,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-09,木,,,0.6,0.2,0.1,27.5,32.4,23.4,,,3.9,8.9,東,16.3,東,南西,1.5,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-10,金,,,0.0,0.0,0.0,31.2,35.7,26.4,,,3.2,11.8,南,20.3,南西,東,10.2,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-11,土,,,0.0,0.0,0.0,29.1,33.1,24.7,,,2.9,5.9,北西,19.1,北,南,8.2,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-12,日,,,0.0,0.0,0.0,29.8,33.6,26.6,,,2.7,12.0,東,16.5,南東,南西,9.7,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-13,月,,,0.3,0.1,0.0,28.8,33.1,26.7,,,3.4,8.3,北西,22.8,東,南,1.0,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-14,火,,,0.4,0.2,0.0,26.4,31.3,22.3,,,1.5,4.3,南東,8.8,南西,南,8.9,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-15,水,,,0.0,0.0,0.0,24.3,28.6,19.3,,,3.3,4.3,北,13.6,南,北,10.0,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-16,木,,,3.2,1.8,0.4,25.6,28.9,21.4,,,2.4,7.4,北西,15.0,北東,南,2.7,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-17,金,,,0.0,0.0,0.0,24.3,28.5,21.7,,,3.4,5.8,南西,15.1,西,東,9.9,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-18,土,,,0.0,0.0,0.0,32.2,36.1,28.5,,,1.9,7.6,西,21.2,南東,北,1.8,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-19,日,,,0.0,0.0,0.0,31.4,35.5,25.7,,,2.2,5.6,南東,21.5,東,東,2.7,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-20,月,,,0.5,0.1,0.1,28.2,33.1,24.6,,,2.3,9.1,北,14.7,北西,西,4.0,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-21,火,,,0.0,0.0,0.0,32.2,35.6,28.4,,,1.8,4.1,南,12.5,西,南東,0.0,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-22,水,,,0.0,0.0,0.0,26.2,31.0,23.9,,,3.8,11.0,南西,19.4,東,東,1.3,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-23,木,,,0.0,0.0,0.0,31.5,35.4,25.7,,,3.1,4.3,東,21.9,東,東,1.7,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-24,金,,,0.0,0.0,0.0,27.8,32.6,23.7,,,3.2,9.4,北西,13.9,南東,南西,7.2,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-25,土,,,0.0,0.0,0.0,31.6,35.4,25.7,,,2.2,5.1,南東,9.4,北西,南東,5.4,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-26,日,,,0.4,0.2,0.0,24.1,28.0,19.4,,,3.4,5.5,西,15.8,北西,西,4.3,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-27,月,,,0.0,0.0,0.0,24.0,28.4,20.2,,,1.6,10.3,北東,20.9,北,北,10.0,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-28,火,,,0.0,0.0,0.0,26.7,30.8,21.4,,,1.5,7.6,南西,11.9,北,南東,3.7,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-29,水,,,0.0,0.0,0.0,26.0,30.6,21.0,,,2.7,7.6,東,21.0,東,西,4.7,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-30,木,,,0.0,0.0,0.0,28.9,32.0,24.9,,,3.8,6.3,南,8.2,南西,南東,4.1,0.0,0.0,,,
伊万里,0851,アメダス,2026-07-31,金,,,0.4,0.1,0.1,30.3,34.3,27.9,,,3.4,8.0,西,23.0,南西,北東,3.9,0.0,0.0,,,
白石,0849,アメダス,2026-07-01,水,,,0.0,0.0,0.0,29.7,32.8,26.7,,,1.7,9.8,南東,15.1,北西,南,3.6,0.0,0.0,,,
白石,0849,アメダス,2026-07-02,木,,,12.9,7.7,1.1,24.9,28.1,21.7,,,4.0,11.9,東,17.3,東,北東,3.6,0.0,0.0,,,
白石,0849,アメダス,2026-07-03,金,,,42.0,9.0,3.5,30.2,33.8,25.2,,,3.0,6.1,東,17.9,北西,南西,0.8,0.0,0.0,,,
白石,0849,アメダス,2026-07-04,土,,,0.0,0.0,0.0,25.0,28.4,19.6,,,2.0,5.6,北西,16.9,西,北西,4.4,0.0,0.0,,,
白石,0849,アメダス,2026-07-05,日,,,72.2,39.7,9.5,25.1,28.6,22.5,,,1.7,9.4,北西,18.6,東,西,3.2,0.0,0.0,,,
白石,0849,アメダス,2026-07-06,月,,,0.0,0.0,0.0,30.2,34.0,25.1,,,2.1,8.6,北西,8.5,北西,北西,6.8,0.0,0.0,,,
白石,0849,アメダス,2026-07-07,火,,,0.0,0.0,0.0,31.3,35.3,28.1,,,1.7,9.3,北,23.7,北東,南,0.9,0.0,0.0,,,
白石,0849,アメダス,2026-07-08,水,,,0.0,0.0,0.0,25.9,30.2,20.6,,,2.3,8.6,東,15.8,南西,東,3.0,0.0,0.0,,,
白石,0849,アメダス,2026-07-09,木,,,0.2,0.0,0.0,27.4,31.5,23.2,,,2.8,10.3,南西,22.1,西,北東,2.4,0.0,0.0,,,
白石,0849,アメダス,2026-07-10,金,,,0.1,0.0,0.0,24.9,28.8,22.5,,,3.6,10.0,北西,17.9,西,東,9.8,0.0,0.0,,,
白石,0849,アメダス,2026-07-11,土,,,0.4,0.2,0.0,28.2,32.5,26.4,,,1.8,5.5,西,11.9,東,南,6.9,0.0,0.0,,,
白石,0849,アメダス,2026-07-12,日,,,0.0,0.0,0.0,26.4,30.8,24.1,,,1.6,10.3,南東,18.9,西,南,8.0,0.0,0.0,,,
白石,0849,アメダス,2026-07-13,月,,,0.0,0.0,0.0,23.6,28.4,21.6,,,2.3,5.6,北東,17.7,南東,南西,0.5,0.0,0.0,,,
白石,0849,アメダス,2026-07-14,火,,,0.0,0.0,0.0,24.8,28.4,19.5,,,2.0,7.5,東,10.9,南,北東,2.5,0.0,0.0,,,
白石,0849,アメダス,2026-07-15,水,,,7.2,2.0,1.0,25.7,29.5,22.2,,,3.6,5.8,北東,21.3,南西,南,3.3,0.0,0.0,,,
白石,0849,アメダス,2026-07-16,木,,,0.2,0.1,0.0,25.4,28.8,19.8,,,3.3,12.0,北,17.6,北東,北西,9.3,0.0,0.0,,,
白石,0849,アメダス,2026-07-17,金,,,0.0,0.0,0.0,26.8,30.5,24.4,,,1.5,11.7,南,8.9,北東,南西,5.6,0.0,0.0,,,
白石,0849,アメダス,2026-07-18,土,,,3.0,1.0,0.4,31.0,35.1,25.1,,,4.0,8.5,北西,15.5,北西,西,4.9,0.0,0.0,,,
白石,0849,アメダス,2026-07-19,日,,,7.9,3.3,0.4,25.4,29.2,22.0,,,2.9,7.2,南東,8.6,北西,東,10.8,0.0,0.0,,,
白石,0849,アメダス,2026-07-20,月,,,0.0,0.0,0.0,25.4,29.3,21.4,,,2.3,10.2,南西,15.7,南東,北西,0.4,0.0,0.0,,,
白石,0849,アメダス,2026-07-21,火,,,0.0,0.0,0.0,23.9,28.5,22.0,,,3.3,6.9,南西,22.6,北西,北,5.6,0.0,0.0,,,
白石,0849,アメダス,2026-07-22,水,,,0.0,0.0,0.0,32.2,36.1,27.9,,,1.7,7.5,南,16.8,北,南東,0.2,0.0,0.0,,,
白石,0849,アメダス,2026-07-23,木,,,0.5,0.3,0.1,27.5,30.9,23.0,,,3.8,9.9,北東,22.5,北東,西,0.2,0.0,0.0,,,
白石,0849,アメダス,2026-07-24,金,,,0.0,0.0,0.0,28.1,32.0,25.0,,,3.1,8.1,東,21.0,南東,南東,0.5,0.0,0.0,,,
白石,0849,アメダス,2026-07-25,土,,,0.0,0.0,0.0,32.2,36.2,26.3,,,2.5,8.0,北東,8.9,北東,西,7.5,0.0,0.0,,,
白石,0849,アメダス,2026-07-26,日,,,54.2,26.1,7.0,25.7,29.2,22.6,,,2.3,10.4,南東,18.3,西,西,10.3,0.0,0.0,,,
白石,0849,アメダス,2026-07-27,月,,,0.0,0.0,0.0,25.0,29.6,21.6,,,3.2,5.0,南西,11.3,北東,東,4.6,0.0,0.0,,,
白石,0849,アメダス,2026-07-28,火,,,0.0,0.0,0.0,25.4,30.4,22.9,,,3.8,6.3,南西,20.4,北,北,0.3,0.0,0.0,,,
白石,0849,アメダス,2026-07-29,水,,,0.0,0.0,0.0,32.8,36.4,27.9,,,1.6,6.7,北東,9.1,北西,北西,1.7,0.0,0.0,,,
白石,0849,アメダス,2026-07-30,木,,,0.0,0.0,0.0,30.7,34.0,26.6,,,2.6,4.9,東,8.7,南,南東,1.7,0.0,0.0,,,
白石,0849,アメダス,2026-07-31,金,,,0.0,0.0,0.0,27.5,32.2,23.0,,,1.7,8.8,北西,11.5,北東,北東,3.9,0.0,0.0,,,
