地点,観測所番号,種別,日付,曜日,現地気圧(hPa),海面気圧(hPa),降水量合計(mm),最大1時間降水量(mm),最大10分間降水量(mm),平均気温(℃),最高気温(℃),最低気温(℃),平均湿度(%),最小湿度(%),平均風速(m/s),最大風速(m/s),最大風速の風向,最大瞬間風速(m/s),最大瞬間風速の風向,最多風向,日照時間(h),降雪合計(cm),最深積雪(cm),天気概況(昼),天気概況(夜),flags
ウシブカ,47838,官署,2026-07-13,月,1011.3,1013.0,0.0,0.0,0.0,29.1,33.3,26.1,82.0,66.0,1.9,4.2,南南東,7.2,南南東,,11.4,,,,,
ウシブカ,47838,官署,2026-07-14,火,1009.7,1011.4,0.0,0.0,0.0,28.7,32.3,26.2,83.0,68.0,2.1,4.2,南南西,7.1,西南西,,7.1,,,,,
ウシブカ,47838,官署,2026-07-15,水,1005.7,1007.4,0.0,0.0,0.0,28.6,30.5,27.7,86.0,79.0,3.7,5.9,南西,8.7,南西,,0.8,,,,,
ウシブカ,47838,官署,2026-07-16,木,1003.4,1005.1,0.0,0.0,0.0,28.7,32.1,27.6,85.0,67.0,2.6,4.6,西,7.8,西南西,,2.6,,,,,
ウシブカ,47838,官署,2026-07-17,金,1002.6,1004.3,0.0,0.0,0.0,28.1,30.4,26.5,89.0,79.0,1.7,4.2,南南西,5.5,南西,,0.0,,,,,
ウシブカ,47838,官署,2026-07-18,土,1002.4,1004.1,0.0,0.0,0.0,28.8,33.0,26.4,85.0,69.0,2.1,4.0,南南西,6.2,南西,,6.2,,,,,
ウシブカ,47838,官署,2026-07-19,日,1004.8,1006.5,0.5,0.5,0.5,29.2,32.5,27.5,86.0,70.0,2.1,4.4,南南西,6.0,南南西,,8.3,,,,,
ウシブカ,47838,官署,2026-07-20,月,1007.3,1009.0,0.0,0.0,0.0,29.4,33.4,27.0,82.0,64.0,2.2,5.9,西北西,8.2,西,,10.2,,,,,
ウシブカ,47838,官署,2026-07-21,火,1008.6,1010.3,0.0,0.0,0.0,29.5,33.5,26.8,81.0,58.0,1.7,3.8,西,6.3,西,,11.9,,,,,
ウシブカ,47838,官署,2026-07-22,水,1008.8,1010.5,0.0,0.0,0.0,29.7,34.5,26.0,78.0,58.0,2.0,5.2,西北西,7.5,西,,12.4,,,,,
ウシブカ,47838,官署,2026-07-23,木,1009.0,1010.7,0.0,0.0,0.0,29.3,34.2,25.9,80.0,61.0,2.0,5.1,西北西,7.5,西北西,,12.5,,,,,
ウシブカ,47838,官署,2026-07-24,金,1010.3,1012.0,0.0,0.0,0.0,29.5,33.7,25.9,80.0,64.0,2.1,5.6,西北西,8.2,西北西,,12.3,,,,,
ウシブカ,47838,官署,2026-07-25,土,1010.5,1012.2,0.0,0.0,0.0,30.1,35.0,26.4,78.0,56.0,2.4,6.3,西北西,10.2,西北西,,13.0,,,,,
ウシブカ,47838,官署,2026-07-26,日,1009.3,1011.0,0.0,0.0,0.0,30.2,35.9,26.4,77.0,56.0,2.3,6.5,西北西,10.5,西北西,,11.8,,,,,
ウシブカ,47838,官署,2026-07-27,月,1010.9,1012.6,0.0,0.0,0.0,30.4,35.2,26.2,77.0,57.0,2.5,6.8,西北西,9.2,北西,,12.8,,,,,
ウシブカ,47838,官署,2026-07-28,火,1012.8,1014.5,0.0,0.0,0.0,29.7,33.9,26.2,79.0,61.0,1.9,5.1,西,7.2,西北西,,11.8,,,,,
ウシブカ,47838,官署,2026-07-29,水,1010.4,1012.1,0.0,0.0,0.0,29.6,34.6,25.9,79.0,59.0,2.0,5.0,西北西,8.7,西南西,,10.4,,,,,
ウシブカ,47838,官署,2026-07-30,木,1008.6,1010.3,0.0,0.0,0.0,29.2,33.1,26.5,79.0,60.0,2.0,6.5,西,9.7,西,,9.4,,,,,
ウシブカ,47838,官署,2026-07-31,金,1007.2,1008.9,0.0,0.0,0.0,29.1,34.0,25.0,80.0,60.0,2.1,5.4,西,8.5,西,,11.9,,,,,
クマモト,47819,官署,2026-07-01,水,1005.0,1009.5,36.0,12.5,6.5,25.3,28.5,23.2,89.0,75.0,2.8,8.4,南南西,14.4,南南西,,0.0,0.0,0.0,雨時々曇、雷を伴う,大雨時々曇、雷を伴う,
クマモト,47819,官署,2026-07-02,木,1005.5,1009.9,43.0,35.0,10.0,25.7,29.0,24.0,83.0,68.0,3.6,6.5,西,14.0,西北西,,1.6,0.0,0.0,曇時々雨,曇一時晴後時々雨,
クマモト,47819,官署,2026-07-03,金,1008.4,1012.9,0.5,0.5,0.5,24.6,28.0,22.1,83.0,65.0,1.9,4.4,西南西,5.8,西南西,,0.0,0.0,0.0,雨時々曇,雨時々曇,
クマモト,47819,官署,2026-07-04,土,1005.5,1010.0,14.0,4.5,3.5,25.3,29.0,22.0,91.0,79.0,3.5,8.0,西南西,14.0,西南西,,1.6,0.0,0.0,雨時々曇、雷を伴う,曇時々雨,
クマモト,47819,官署,2026-07-05,日,1004.9,1009.4,52.5,24.5,13.0,26.0,29.4,23.2,91.0,71.0,2.7,5.9,南南西,11.5,南南西,,1.4,0.0,0.0,大雨時々曇、雷を伴う,雨時々曇,
クマモト,47819,官署,2026-07-06,月,1004.9,1009.4,24.0,20.5,11.0,26.1,27.6,24.6,89.0,80.0,3.0,8.5,南西,14.3,南西,,0.0,0.0,0.0,雨時々曇、雷を伴う,曇時々晴一時雨,
クマモト,47819,官署,2026-07-07,火,1005.8,1010.2,0.0,0.0,0.0,28.0,32.8,24.1,81.0,60.0,2.0,6.0,南西,8.2,西南西,,6.3,0.0,0.0,曇一時雨後時々晴,曇一時晴,
クマモト,47819,官署,2026-07-08,水,1006.4,1010.8,0.0,0.0,0.0,29.8,34.4,26.4,72.0,54.0,2.4,5.5,南西,8.2,南西,,10.3,0.0,0.0,晴,曇一時雨後晴,
クマモト,47819,官署,2026-07-09,木,1007.2,1011.6,0.0,0.0,0.0,29.6,34.9,24.9,63.0,48.0,1.9,5.3,南西,7.4,南西,,11.0,0.0,0.0,晴後一時曇,晴時々曇,
クマモト,47819,官署,2026-07-10,金,1007.7,1012.1,0.0,0.0,0.0,30.6,35.8,24.6,60.0,46.0,1.8,5.3,南西,7.5,南南西,,11.3,0.0,0.0,晴後一時曇,曇一時晴,
クマモト,47819,官署,2026-07-11,土,1007.6,1012.0,0.0,0.0,0.0,31.2,36.7,25.9,60.0,45.0,1.8,4.9,東南東,7.8,東南東,,10.5,0.0,0.0,晴一時曇,晴一時曇,
クマモト,47819,官署,2026-07-12,日,1008.4,1012.8,0.0,0.0,0.0,31.2,36.5,26.5,64.0,48.0,2.3,5.0,南西,8.1,西南西,,11.2,0.0,0.0,晴時々曇、雷を伴う,曇時々晴,
クマモト,47819,官署,2026-07-13,月,1008.1,1012.5,0.0,0.0,0.0,30.6,35.0,27.3,70.0,51.0,2.7,5.6,南西,8.6,西南西,,12.9,0.0,0.0,晴,晴,
クマモト,47819,官署,2026-07-14,火,1006.4,1010.9,0.0,0.0,0.0,29.7,34.8,26.4,71.0,50.0,3.2,5.8,西南西,8.8,南西,,9.0,0.0,0.0,晴,曇時々晴一時雨,
クマモト,47819,官署,2026-07-15,水,1002.4,1006.8,0.5,0.5,0.5,28.9,32.5,27.2,79.0,62.0,4.0,8.2,南西,12.6,南西,,4.1,0.0,0.0,雨後曇時々晴,曇時々晴一時雨,
クマモト,47819,官署,2026-07-16,木,1000.2,1004.6,0.0,0.0,0.0,28.5,31.1,27.2,79.0,67.0,3.4,5.8,南西,9.0,南南西,,0.1,0.0,0.0,曇,曇時々晴,
クマモト,47819,官署,2026-07-17,金,999.6,1004.0,0.0,0.0,0.0,29.0,31.9,26.8,81.0,68.0,2.2,4.3,南西,5.6,南西,,0.4,0.0,0.0,曇一時雨,曇時々晴,
クマモト,47819,官署,2026-07-18,土,999.3,1003.7,0.0,0.0,0.0,30.2,34.7,27.6,74.0,55.0,2.7,6.1,南西,9.2,南西,,8.7,0.0,0.0,曇時々晴,曇時々晴,
クマモト,47819,官署,2026-07-19,日,1001.7,1006.1,0.0,0.0,0.0,30.6,35.3,27.9,73.0,55.0,2.8,5.4,南西,8.3,西南西,,8.9,0.0,0.0,曇一時雨後晴,晴時々曇,
クマモト,47819,官署,2026-07-20,月,1004.2,1008.6,0.0,0.0,0.0,30.7,35.3,27.7,72.0,49.0,2.3,4.9,南西,7.4,南西,,7.3,0.0,0.0,曇後時々晴,晴後曇一時雨,
クマモト,47819,官署,2026-07-21,火,1005.4,1009.8,0.0,0.0,0.0,31.0,35.5,28.2,69.0,46.0,3.2,5.1,南西,7.8,西南西,,10.2,0.0,0.0,晴時々曇,晴時々曇,
クマモト,47819,官署,2026-07-22,水,1005.6,1010.0,0.0,0.0,0.0,31.5,37.4,27.6,65.0,39.0,2.5,5.2,南西,7.5,南南西,,11.4,0.0,0.0,晴,曇時々晴,
クマモト,47819,官署,2026-07-23,木,1005.9,1010.3,0.0,0.0,0.0,30.9,35.7,27.5,67.0,44.0,2.8,5.6,南西,8.3,南西,,12.5,0.0,0.0,晴,晴,
クマモト,47819,官署,2026-07-24,金,1007.2,1011.6,0.0,0.0,0.0,30.9,36.2,27.1,68.0,41.0,2.0,4.6,南西,7.0,南西,,8.7,0.0,0.0,晴時々曇,晴,
クマモト,47819,官署,2026-07-25,土,1007.3,1011.7,0.0,0.0,0.0,31.9,37.0,28.2,65.0,41.0,1.8,4.9,西,10.7,南西,,9.0,0.0,0.0,晴,晴一時曇,
クマモト,47819,官署,2026-07-26,日,1006.2,1010.5,0.0,0.0,0.0,31.6,37.4,27.2,67.0,44.0,2.0,4.5,西南西,6.5,西,,12.4,0.0,0.0,晴後一時曇,晴,
クマモト,47819,官署,2026-07-27,月,1007.6,1012.0,0.0,0.0,0.0,32.4,38.5,27.8,65.0,31.0,2.1,5.3,南西,8.1,南西,,12.5,0.0,0.0,晴一時曇、雷を伴う,曇時々晴,
クマモト,47819,官署,2026-07-28,火,1009.5,1013.9,0.0,0.0,0.0,31.4,36.5,28.1,69.0,42.0,2.6,6.1,南西,9.2,南南西,,10.7,0.0,0.0,曇後晴,晴後時々曇,
クマモト,47819,官署,2026-07-29,水,1007.1,1011.5,0.0,0.0,0.0,30.5,35.1,27.3,69.0,52.0,2.3,5.3,南西,8.0,南西,,6.1,0.0,0.0,曇時々晴一時雨,曇一時雨後晴,
クマモト,47819,官署,2026-07-30,木,1005.4,1009.8,0.0,0.0,0.0,30.4,35.2,26.8,65.0,49.0,2.2,5.4,南西,7.9,南西,,9.7,0.0,0.0,曇時々晴,晴,
クマモト,47819,官署,2026-07-31,金,1004.0,1008.4,0.0,0.0,0.0,30.0,35.7,25.8,68.0,48.0,2.5,5.9,南西,8.8,南西,,10.0,0.0,0.0,晴,晴,
